yearmonth,Sum of fare_amount
47812483,56.8
48064332,56.8
48274704,56.8
48350458,56.8
49319982,56.8
49743292,56.8
49770975,56.8
50833431,56.8
51253131,56.8
51380815,56.8
51461275,56.8
51525417,56.8
52309909,56.8
52712582,56.8
53066116,56.8
53291797,56.8
53649349,56.8
54147880,56.8
55035921,56.8
55410462,56.8
55421666,56.8
24959092,56.7
32493635,56.7
24263488,56.67
40808083,56.6
50745866,56.6
4349607,56.54
2748856,56.5
13321363,56.5
21283509,56.5
23030180,56.5
29960968,56.5
35157727,56.5
35683121,56.5
37251871,56.5
55176330,56.5
12890111,56.44
21909730,56.33
12054167,56.3
17703631,56.3
36485385,56.2
8933471,56.1
45980765,56.1
275837,56.04
3532584,56
8005835,56
12718232,56
25585419,56
42043069,56
43856411,56
44369538,56
52765045,56
17711422,55.9
26353637,55.9
53508728,55.9
3798786,55.83
4274466,55.83
42091719,55.83
23425197,55.8
28226113,55.8
29991133,55.8
3664023,55.7
33928300,55.7
11345770,55.67
1451453,55.5
7042324,55.5
8562309,55.5
12577794,55.5
14012736,55.5
27219829,55.5
29951952,55.5
30840260,55.5
31198208,55.5
31945754,55.5
36547667,55.5
41013169,55.5
43144163,55.5
20404547,55.47
20931075,55.45
40724579,55.41
3392380,55.33
14132971,55.33
23058814,55.3
10970623,55.25
25942227,55.25
35769733,55.25
45076601,55.25
53040870,55.25
11313329,55.16
46406315,55.16
14948523,55.1
23333539,55.1
36066755,55.1
13546578,55.04
1048147,55
2521202,55
2569175,55
4252230,55
8073280,55
9322306,55
10372697,55
13421737,55
19294820,55
19826448,55
19936476,55
20981476,55
29128701,55
30425206,55
38903470,55
43109805,55
43257872,55
43892321,55
53033435,55
32134805,54.9
51972738,54.9
11109687,54.83
34070840,54.83
45674852,54.83
42253858,54.8
38885493,54.77
38915569,54.75
3689457,54.7
47797995,54.65
1885351,54.6
15159226,54.6
50930473,54.57
46769670,54.54
1014810,54.5
3323843,54.5
5644568,54.5
8512829,54.5
10465762,54.5
20486066,54.5
21239684,54.5
25033171,54.5
26211693,54.5
28085750,54.5
30475595,54.5
30610421,54.5
43398432,54.5
43616305,54.5
49898322,54.5
53484092,54.5
18488379,54.44
10950214,54.33
35149437,54.33
50614444,54.33
34911466,54.3
53761893,54.16
16962462,54.1
10365115,54.04
14219077,54.04
2296344,54
11036916,54
19433977,54
26839008,54
27002801,54
28568735,54
29502997,54
38433044,54
52422652,54
25775457,53.9
41017722,53.9
5299473,53.83
38696424,53.83
44288776,53.83
30228722,53.8
5976552,53.7
21552070,53.7
25739400,53.7
32692901,53.7
53541,53.64
45434031,53.54
45765511,53.54
5943405,53.5
8960959,53.5
11208504,53.5
30091692,53.5
36191724,53.5
40801532,53.5
41831762,53.5
48227618,53.5
9054312,53.33
35993835,53.33
44965421,53.33
52936660,53.33
4129558,53.3
14327992,53.3
19094717,53.3
21963438,53.3
38763500,53.3
39089009,53.3
8844256,53.1
25350901,53.1
29261590,53.1
16457726,53.07
14857043,53.04
2011497,53
17827752,53
22045691,53
23045879,53
26890595,53
29465993,53
30489111,53
31134422,53
52982157,53
53314477,53
10611591,52.9
22531778,52.9
35563039,52.9
48134545,52.9
34082559,52.83
37766793,52.83
37773469,52.83
4219762,52.55
16868334,52.54
21767597,52.54
2675201,52.5
5420008,52.5
8585598,52.5
13060951,52.5
21974719,52.5
33831393,52.5
33862670,52.5
17760944,52.33
21593612,52.33
1583719,52.3
37010704,52.3
13003041,52.1
19699578,52.1
26404669,52.1
32164493,52.1
38303297,52.1
53599567,52.1
37144444,52.08
19284785,52.04
23705323,52.04
303132,52
337251,52
908352,52
916715,52
1113365,52
1316434,52
1348158,52
1366531,52
1456893,52
1520820,52
1616720,52
1722445,52
1808398,52
1809577,52
1811374,52
1817743,52
1870749,52
2044954,52
2044966,52
2112723,52
2150955,52
2580343,52
2615668,52
2625018,52
2694038,52
3222942,52
3577055,52
3597099,52
3830630,52
3845584,52
4108197,52
4411615,52
4438652,52
4592192,52
4851828,52
4856564,52
5042506,52
5045398,52
5086223,52
5086959,52
5116467,52
5273528,52
5504027,52
5667064,52
5684735,52
5938885,52
6088805,52
6156438,52
6285885,52
6336232,52
6418457,52
6564116,52
6580642,52
6704508,52
6709486,52
6725103,52
6754481,52
6774912,52
6803691,52
6811822,52
7679403,52
7740638,52
7748978,52
7853591,52
7873382,52
8042297,52
8042480,52
8120107,52
8159100,52
8233904,52
8390416,52
8448230,52
8535545,52
8677885,52
8690842,52
8893156,52
8914465,52
9197250,52
9279888,52
9283938,52
9295091,52
9679311,52
9685633,52
10154581,52
10353526,52
10614181,52
10668916,52
10780109,52
11187695,52
11284458,52
11385008,52
11417262,52
11579172,52
11584525,52
11646995,52
11701929,52
11722991,52
11807091,52
11862047,52
11867002,52
12070412,52
12223672,52
12305644,52
13470445,52
13652646,52
13880156,52
14079362,52
14088004,52
14097064,52
14127566,52
14151838,52
14237471,52
14462158,52
14635453,52
14726841,52
14828046,52
14868117,52
14959425,52
15082657,52
15152040,52
15576017,52
15608317,52
15768982,52
15832567,52
16129216,52
16550643,52
16597825,52
16655047,52
16827006,52
17174173,52
17350754,52
17369885,52
17379232,52
17596786,52
17840487,52
18204521,52
18246815,52
18280808,52
18314275,52
18344356,52
18418425,52
18811644,52
18916525,52
19154048,52
19252292,52
19263215,52
19577728,52
19603229,52
19739635,52
19822920,52
19878893,52
20017888,52
20218652,52
20805663,52
20818610,52
20834028,52
20938828,52
21028373,52
21087256,52
21669019,52
21707640,52
21740408,52
22037931,52
22055729,52
22183474,52
22530553,52
22535924,52
22734156,52
22979936,52
23569680,52
23678212,52
23722503,52
23804459,52
24223102,52
24312556,52
24698349,52
24727048,52
24746071,52
25018033,52
25029920,52
25155186,52
25209885,52
25255464,52
25809000,52
25931924,52
25986623,52
25999936,52
26021834,52
26096900,52
26260807,52
26618270,52
26766086,52
26926716,52
26996383,52
27227567,52
27249927,52
27316414,52
27693637,52
27714210,52
27844109,52
28290496,52
28337153,52
28362587,52
28565825,52
28596784,52
28650784,52
28908155,52
29241320,52
29377230,52
29447093,52
29557307,52
30006004,52
30110420,52
30167803,52
30208252,52
30232910,52
30306668,52
30318542,52
30356158,52
30361224,52
30449701,52
30605374,52
30745825,52
30777011,52
30931486,52
31237232,52
31335232,52
31700366,52
32033989,52
32043614,52
32311544,52
32403020,52
32414582,52
32627493,52
33032309,52
33255710,52
33311475,52
33329550,52
33462308,52
33568619,52
33709714,52
33773666,52
34204507,52
34228842,52
34301688,52
34493741,52
34745109,52
34860086,52
34887535,52
34940824,52
35110330,52
35225652,52
35271436,52
35350674,52
35378438,52
35553252,52
35586253,52
35834706,52
35973958,52
35992067,52
36009143,52
36032228,52
36096808,52
36183213,52
36196464,52
36402900,52
36482395,52
36646831,52
36685861,52
36929072,52
36996653,52
37975006,52
37995800,52
38072379,52
38327360,52
38370028,52
38546425,52
38784633,52
38831549,52
38907987,52
38966793,52
39020039,52
39347709,52
39384747,52
39513910,52
39550533,52
39642896,52
39768653,52
39878078,52
39984643,52
40334576,52
40407771,52
40486939,52
41056411,52
41163650,52
41444355,52
41509737,52
41654460,52
41771263,52
41835704,52
42098255,52
42182765,52
42193428,52
42250971,52
42272531,52
42332160,52
42405589,52
42410617,52
42619289,52
42619739,52
42641707,52
42785073,52
43063467,52
43064727,52
43078418,52
43112070,52
43539267,52
43874765,52
43902972,52
43956752,52
44138606,52
44182904,52
44221899,52
44385305,52
44575188,52
44616309,52
44650144,52
44655632,52
44665637,52
44684140,52
44811644,52
44842014,52
44865478,52
44902536,52
44978436,52
45164081,52
45272891,52
45460940,52
45745644,52
45776228,52
46613970,52
46705617,52
46820118,52
46906276,52
46934570,52
47023272,52
47215658,52
47244106,52
47419591,52
47539522,52
47581453,52
47637491,52
47680683,52
47857133,52
47901396,52
48402199,52
48496411,52
48499678,52
48820686,52
49155834,52
49179068,52
49231807,52
49289689,52
49455569,52
49460610,52
49673723,52
49696698,52
49849215,52
49906578,52
49966996,52
49970031,52
49995737,52
50297119,52
50312112,52
50347493,52
50420655,52
50500632,52
50526612,52
50649513,52
50873526,52
51221712,52
51792215,52
52137405,52
52366534,52
52401304,52
52402591,52
52857819,52
52921735,52
52969863,52
53054872,52
53060201,52
53112716,52
53352321,52
53804610,52
53818266,52
53901516,52
54106969,52
54135591,52
54147951,52
54174356,52
54249816,52
54359013,52
54482655,52
54492032,52
54549591,52
54614815,52
54699838,52
54731439,52
55097998,52
55276711,52
13641797,51.9
47900023,51.87
2605667,51.83
4742750,51.83
6081869,51.83
11140263,51.83
20206550,51.83
25539612,51.83
26177055,51.83
29087113,51.83
40064893,51.83
25753854,51.8
19407490,51.7
40670510,51.7
1252273,51.5
2194664,51.5
4420275,51.5
10230333,51.5
14800059,51.5
15846397,51.5
18389281,51.5
19985675,51.5
20309178,51.5
21384941,51.5
25291428,51.5
27494421,51.5
29882233,51.5
30364607,51.5
33977053,51.5
39470209,51.5
40963354,51.5
42153225,51.5
48146644,51.5
52776554,51.5
4542443,51.3
14891175,51.3
25051055,51.3
36384831,51.3
44948020,51.3
45526022,51.1
10435117,51.07
15169799,51.04
33369324,51.04
1350714,51
1468403,51
1708752,51
6370180,51
12251285,51
18722732,51
18753912,51
19119561,51
25298132,51
27811279,51
28021441,51
31135831,51
35131806,51
36077247,51
36209047,51
36411745,51
43331167,51
48612335,51
49713901,51
51674190,51
53172867,51
54628410,51
13077946,50.9
21994465,50.9
40088970,50.9
18914615,50.83
24522656,50.83
28779382,50.83
35775239,50.83
24366530,50.8
15889106,50.67
28089377,50.67
6164938,50.54
43739419,50.54
269415,50.5
1470967,50.5
5144218,50.5
9246153,50.5
9506721,50.5
10887486,50.5
11006162,50.5
11592686,50.5
11631509,50.5
12276199,50.5
13492977,50.5
14082393,50.5
14312411,50.5
15096410,50.5
15570643,50.5
15972460,50.5
17494544,50.5
17551337,50.5
17830422,50.5
18915682,50.5
19789428,50.5
19983244,50.5
20076903,50.5
20268836,50.5
20547561,50.5
21891267,50.5
22308824,50.5
22841680,50.5
24446076,50.5
30434763,50.5
33737584,50.5
35353965,50.5
35466436,50.5
35675808,50.5
41185431,50.5
42252885,50.5
43096148,50.5
43566719,50.5
44265371,50.5
44735563,50.5
44856912,50.5
45813051,50.5
46324046,50.5
47051466,50.5
48751190,50.5
50183881,50.5
50567947,50.5
51636159,50.5
51707622,50.5
54400387,50.5
2744234,50.33
8452233,50.33
9132536,50.33
18034976,50.33
18094058,50.33
19462418,50.33
27285319,50.33
31250499,50.33
39708040,50.33
45454987,50.33
46807160,50.33
47223792,50.33
51391664,50.33
54443657,50.33
6771019,50.3
23783480,50.3
54098993,50.3
16347728,50.27
34250197,50.1
36703364,50.1
2586902,50
2619483,50
3909353,50
4381928,50
8062767,50
8297787,50
9056136,50
10468561,50
10708481,50
11705768,50
12767096,50
16625912,50
19273447,50
19604677,50
21859891,50
22954045,50
28657578,50
28872431,50
32408527,50
34099579,50
34771726,50
35914484,50
36050632,50
36333784,50
38742194,50
39243129,50
39928763,50
42977880,50
43479086,50
45106841,50
45163361,50
45340688,50
46007208,50
46648309,50
47566659,50
48108311,50
48349738,50
48808510,50
51006323,50
51619533,50
52239530,50
52258367,50
53935679,50
53948554,50
49980794,49.85
1027839,49.83
4394905,49.83
11238259,49.83
13232370,49.83
22928493,49.83
24149591,49.83
25309093,49.83
39968401,49.83
49752203,49.83
44438,49.8
205743,49.8
246245,49.8
261093,49.8
567486,49.8
607532,49.8
640816,49.8
683309,49.8
784865,49.8
851139,49.8
856251,49.8
976668,49.8
1139476,49.8
1166498,49.8
1201186,49.8
1218286,49.8
1232019,49.8
1266869,49.8
1335453,49.8
1412801,49.8
1718210,49.8
1739658,49.8
1761081,49.8
1978070,49.8
1981319,49.8
2154082,49.8
2207173,49.8
2241999,49.8
2262751,49.8
2343135,49.8
2399180,49.8
2401892,49.8
2584297,49.8
2774119,49.8
2925068,49.8
2974683,49.8
2991707,49.8
3196912,49.8
3382387,49.8
3394691,49.8
3435635,49.8
3472049,49.8
3493475,49.8
3560180,49.8
3577936,49.8
3646920,49.8
3809643,49.8
3895068,49.8
3926074,49.8
3954648,49.8
4033555,49.8
4064619,49.8
4097814,49.8
4243152,49.8
4254953,49.8
4277209,49.8
4555783,49.8
4567690,49.8
4603769,49.8
4784581,49.8
5099744,49.8
5244514,49.8
5269307,49.8
5332445,49.8
5396945,49.8
5494820,49.8
5606507,49.8
5659954,49.8
5723145,49.8
5805503,49.8
5904382,49.8
5917552,49.8
6118920,49.8
6206283,49.8
6247226,49.8
6355681,49.8
6390796,49.8
6408280,49.8
6451243,49.8
6625133,49.8
6631833,49.8
6842879,49.8
6897594,49.8
6905416,49.8
7079371,49.8
7080256,49.8
7085858,49.8
7095682,49.8
7114819,49.8
7213118,49.8
7335706,49.8
7446600,49.8
7485829,49.8
7631701,49.8
7672053,49.8
7797963,49.8
7886799,49.8
8252152,49.8
8328020,49.8
8409981,49.8
8684221,49.8
8777881,49.8
8796879,49.8
8816524,49.8
8838406,49.8
8894237,49.8
9059452,49.8
9107805,49.8
9117344,49.8
9159671,49.8
9279956,49.8
9348867,49.8
9397412,49.8
9475917,49.8
9540216,49.8
9584890,49.8
9716648,49.8
9820474,49.8
9831342,49.8
9993789,49.8
10137376,49.8
10171972,49.8
10258839,49.8
10342551,49.8
10474408,49.8
10598923,49.8
10669032,49.8
10682400,49.8
10682550,49.8
10724138,49.8
10803335,49.8
10881432,49.8
10904569,49.8
10917521,49.8
10963436,49.8
10994475,49.8
11030096,49.8
11235019,49.8
11446994,49.8
11617797,49.8
11776508,49.8
11876834,49.8
11980688,49.8
12011069,49.8
12252523,49.8
12265026,49.8
12276037,49.8
12327493,49.8
12530728,49.8
12623128,49.8
12650139,49.8
12658562,49.8
12890131,49.8
12926334,49.8
13037708,49.8
13082473,49.8
13204288,49.8
13235965,49.8
13289938,49.8
13382406,49.8
13406862,49.8
13442222,49.8
13460127,49.8
13478945,49.8
13561921,49.8
13565923,49.8
13590881,49.8
13962395,49.8
13981952,49.8
14032234,49.8
14065024,49.8
14128945,49.8
14171505,49.8
14291780,49.8
14437614,49.8
14469015,49.8
14472917,49.8
14479656,49.8
14479833,49.8
14623882,49.8
14639241,49.8
14717595,49.8
14765170,49.8
14841730,49.8
15197309,49.8
15387927,49.8
15462490,49.8
15519939,49.8
15520039,49.8
15552932,49.8
15596111,49.8
15655642,49.8
15855633,49.8
15906691,49.8
15936781,49.8
16034015,49.8
16112711,49.8
16153432,49.8
16182715,49.8
16220493,49.8
16240931,49.8
16254363,49.8
16279702,49.8
16364805,49.8
16370230,49.8
16768475,49.8
16971312,49.8
17186428,49.8
17214618,49.8
17628186,49.8
17646197,49.8
17681969,49.8
17801885,49.8
17806897,49.8
17888843,49.8
17944261,49.8
17955983,49.8
18146282,49.8
18149780,49.8
18189437,49.8
18192926,49.8
18194202,49.8
18204081,49.8
18234177,49.8
18276528,49.8
18593767,49.8
18631009,49.8
18656927,49.8
18696416,49.8
18752728,49.8
18982660,49.8
18998398,49.8
19025686,49.8
19106116,49.8
19380201,49.8
19386633,49.8
19436362,49.8
19529209,49.8
19546577,49.8
19866330,49.8
19889100,49.8
19915761,49.8
19924472,49.8
20047023,49.8
20048052,49.8
20061715,49.8
20172504,49.8
20175376,49.8
20240165,49.8
20391209,49.8
20506341,49.8
20654288,49.8
20877330,49.8
21112286,49.8
21128275,49.8
21227884,49.8
21448437,49.8
21492080,49.8
21844050,49.8
22026960,49.8
22029045,49.8
22181827,49.8
22322923,49.8
22500196,49.8
22566045,49.8
22623550,49.8
22633993,49.8
23046838,49.8
23062594,49.8
23314609,49.8
23333212,49.8
23358125,49.8
23687159,49.8
23776432,49.8
23822116,49.8
23842215,49.8
23871641,49.8
23986268,49.8
24046373,49.8
24085207,49.8
24134159,49.8
24704071,49.8
24728460,49.8
24800447,49.8
24846210,49.8
24902919,49.8
25044707,49.8
25574831,49.8
25596290,49.8
25619339,49.8
25623208,49.8
25623540,49.8
25688192,49.8
25702753,49.8
25950455,49.8
25993144,49.8
26141467,49.8
26202705,49.8
26220158,49.8
26239329,49.8
26317126,49.8
26383048,49.8
26386576,49.8
26402575,49.8
26460944,49.8
26462953,49.8
26517180,49.8
26636738,49.8
26645619,49.8
26691937,49.8
26807511,49.8
26944288,49.8
26996109,49.8
27298609,49.8
27396194,49.8
27633010,49.8
27804196,49.8
27859141,49.8
27961232,49.8
28167711,49.8
28219031,49.8
28258290,49.8
28597661,49.8
28910591,49.8
28995454,49.8
29082183,49.8
29204016,49.8
29271393,49.8
29315275,49.8
29463415,49.8
29516808,49.8
29547624,49.8
29673194,49.8
29754590,49.8
29779717,49.8
29884832,49.8
29953854,49.8
29984640,49.8
30194155,49.8
30324300,49.8
30430699,49.8
30496170,49.8
30723460,49.8
30772756,49.8
30790926,49.8
30837532,49.8
30900916,49.8
31206308,49.8
31272091,49.8
31425865,49.8
31433666,49.8
31464634,49.8
31472865,49.8
31477150,49.8
31601059,49.8
31641900,49.8
31694743,49.8
31771349,49.8
31858146,49.8
31920577,49.8
32017497,49.8
32054488,49.8
32058082,49.8
32194451,49.8
32270977,49.8
32274950,49.8
32334365,49.8
32480957,49.8
32521285,49.8
32522132,49.8
32557851,49.8
32654255,49.8
32753613,49.8
32758640,49.8
32781286,49.8
32875544,49.8
32953222,49.8
33002989,49.8
33026691,49.8
33145122,49.8
33339543,49.8
33362525,49.8
33398407,49.8
33399071,49.8
33416541,49.8
33469091,49.8
33473396,49.8
33513250,49.8
33600234,49.8
33691374,49.8
33737839,49.8
33744577,49.8
